0,-89,-180,2018,148.29,0
0,-89,-175,2018,143.17,0
0,-89,-170,2018,138.06,0
0,-89,-165,2018,132.96,0
0,-89,-160,2018,127.87,0
0,-89,-155,2018,122.80,0
0,-89,-150,2018,117.74,0
0,-89,-145,2018,112.69,0
0,-89,-140,2018,107.66,0
0,-89,-135,2018,102.64,0
0,-89,-130,2018,97.64,0
0,-89,-125,2018,92.65,0
0,-89,-120,2018,87.68,0
0,-89,-115,2018,82.72,0
0,-89,-110,2018,77.77,0
0,-89,-105,2018,72.83,0
0,-89,-100,2018,67.91,0
0,-89,-95,2018,63.00,0
0,-89,-90,2018,58.10,0
0,-89,-85,2018,53.21,0
0,-89,-80,2018,48.33,0
0,-89,-75,2018,43.45,0
0,-89,-70,2018,38.59,0
0,-89,-65,2018,33.73,0
0,-89,-60,2018,28.87,0
0,-89,-55,2018,24.02,0
0,-89,-50,2018,19.17,0
0,-89,-45,2018,14.32,0
0,-89,-40,2018,9.48,0
0,-89,-35,2018,4.63,0
0,-89,-30,2018,-0.22,0
0,-89,-25,2018,-5.07,0
0,-89,-20,2018,-9.92,0
0,-89,-15,2018,-14.78,0
0,-89,-10,2018,-19.64,0
0,-89,-5,2018,-24.51,0
0,-89,0,2018,-29.39,0
0,-89,5,2018,-34.27,0
0,-89,10,2018,-39.17,0
0,-89,15,2018,-44.07,0
0,-89,20,2018,-48.99,0
0,-89,25,2018,-53.91,0
0,-89,30,2018,-58.85,0
0,-89,35,2018,-63.80,0
0,-89,40,2018,-68.76,0
0,-89,45,2018,-73.73,0
0,-89,50,2018,-78.72,0
0,-89,55,2018,-83.72,0
0,-89,60,2018,-88.74,0
0,-89,65,2018,-93.76,0
0,-89,70,2018,-98.80,0
0,-89,75,2018,-103.86,0
0,-89,80,2018,-108.93,0
0,-89,85,2018,-114.01,0
0,-89,90,2018,-119.10,0
0,-89,95,2018,-124.20,0
0,-89,100,2018,-129.31,0
0,-89,105,2018,-134.44,0
0,-89,110,2018,-139.57,0
0,-89,115,2018,-144.71,0
0,-89,120,2018,-149.86,0
0,-89,125,2018,-155.01,0
0,-89,130,2018,-160.17,0
0,-89,135,2018,-165.33,0
0,-89,140,2018,-170.50,0
0,-89,145,2018,-175.66,0
0,-89,150,2018,179.18,0
0,-89,155,2018,174.01,0
0,-89,160,2018,168.86,0
0,-89,165,2018,163.70,0
0,-89,170,2018,158.56,0
0,-89,175,2018,153.42,0
0,-89,180,2018,148.29,0
0,-85,-180,2018,142.07,0
0,-85,-175,2018,136.41,0
0,-85,-170,2018,130.84,0
0,-85,-165,2018,125.35,0
0,-85,-160,2018,119.95,0
0,-85,-155,2018,114.64,0
0,-85,-150,2018,109.43,0
0,-85,-145,2018,104.30,0
0,-85,-140,2018,99.25,0
0,-85,-135,2018,94.29,0
0,-85,-130,2018,89.40,0
0,-85,-125,2018,84.59,0
0,-85,-120,2018,79.84,0
0,-85,-115,2018,75.16,0
0,-85,-110,2018,70.53,0
0,-85,-105,2018,65.95,0
0,-85,-100,2018,61.42,0
0,-85,-95,2018,56.94,0
0,-85,-90,2018,52.48,0
0,-85,-85,2018,48.07,0
0,-85,-80,2018,43.68,0
0,-85,-75,2018,39.31,0
0,-85,-70,2018,34.97,0
0,-85,-65,2018,30.64,0
0,-85,-60,2018,26.33,0
0,-85,-55,2018,22.02,0
0,-85,-50,2018,17.72,0
0,-85,-45,2018,13.42,0
